,name,artist,album,genre,release_date,length,acousticness,danceability,instrumentalness,loudness,liveness,tempo,energy,speechiness,valence,time_signature,popularity,popularity_2
552,For You (With Rita Ora),Liam Payne,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0kTXWRWrCklyKtVkVGnzKr'}, 'href': 'https://api.spotify.com/v1/artists/0kTXWRWrCklyKtVkVGnzKr', 'id': '0kTXWRWrCklyKtVkVGnzKr', 'name': 'Grant Richards', 'type': 'artist', 'uri': 'spotify:artist:0kTXWRWrCklyKtVkVGnzKr'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/4hsqBaBTWUZQqqTfpLu8BZ'}, 'href': 'https://api.spotify.com/v1/albums/4hsqBaBTWUZQqqTfpLu8BZ', 'id': '4hsqBaBTWUZQqqTfpLu8BZ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273aefb85869a371f00f54a49b0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02aefb85869a371f00f54a49b0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851aefb85869a371f00f54a49b0', 'width': 64}], 'name': 'Ministry Gold Vol 4', 'release_date': '2018-02-08', 'release_date_precision': 'day', 'total_tracks': 4, 'type': 'album', 'uri': 'spotify:album:4hsqBaBTWUZQqqTfpLu8BZ'}",dance pop,2018,243,0.0105,54,0,-5,42,113,80,3,18,4,67,31
553,Want To,Dua Lipa,,dance pop,2018,212,,57,,-5,6,92,69,12,32,,67,
554,What I Need (feat. Kehlani),Hayley Kiyoko,,dance pop,2018,220,,63,,-4,16,104,79,6,41,,67,
555,Wait,Maroon 5,,pop,2018,191,,66,,-5,11,126,60,6,45,,67,
556,What About Us,P!nk,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/405DvLr0FOuOWYgCt0emff'}, 'href': 'https://api.spotify.com/v1/artists/405DvLr0FOuOWYgCt0emff', 'id': '405DvLr0FOuOWYgCt0emff', 'name': 'Skinny Living', 'type': 'artist', 'uri': 'spotify:artist:405DvLr0FOuOWYgCt0emff'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/45x4mmvMumge3yO6wRllI7'}, 'href': 'https://api.spotify.com/v1/albums/45x4mmvMumge3yO6wRllI7', 'id': '45x4mmvMumge3yO6wRllI7', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733e307fe3ba8af18719a0cea6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023e307fe3ba8af18719a0cea6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513e307fe3ba8af18719a0cea6', 'width': 64}], 'name': 'Live and Acoustic', 'release_date': '2018-07-27', 'release_date_precision': 'day', 'total_tracks': 8, 'type': 'album', 'uri': 'spotify:album:45x4mmvMumge3yO6wRllI7'}",dance pop,2018,272,0.799,39,1.39e-05,-6,9,114,59,6,19,4,66,47
557,Kissing Strangers,DNCE,,dance pop,2018,202,,77,,-6,9,120,74,4,86,,66,
558,2U (feat. Justin Bieber),David Guetta,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/16DKwEFDumFEEUJWYSw21m'}, 'href': 'https://api.spotify.com/v1/artists/16DKwEFDumFEEUJWYSw21m', 'id': '16DKwEFDumFEEUJWYSw21m', 'name': 'Hit The Button Karaoke', 'type': 'artist', 'uri': 'spotify:artist:16DKwEFDumFEEUJWYSw21m'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/19h6jSSLw4BMkVzLH532mR'}, 'href': 'https://api.spotify.com/v1/albums/19h6jSSLw4BMkVzLH532mR', 'id': '19h6jSSLw4BMkVzLH532mR', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736c88cf5d13fb1766bdb6ed85', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026c88cf5d13fb1766bdb6ed85', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516c88cf5d13fb1766bdb6ed85', 'width': 64}], 'name': 'Karaoke Picks Vol. 38', 'release_date': '2017-07-13', 'release_date_precision': 'day', 'total_tracks': 36, 'type': 'album', 'uri': 'spotify:album:19h6jSSLw4BMkVzLH532mR'}",dance pop,2018,195,0.272,53,0.926,-7,23,145,61,6,53,3,65,35
559,Walk On Water (feat. Beyoncé),Eminem,,detroit hip hop,2018,304,,48,,-10,64,82,44,24,62,,65,
560,This Town,Niall Horan,,dance pop,2018,233,,68,,-8,12,112,41,3,20,,64,
561,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,,dance pop,2018,221,,73,,-4,10,94,69,5,42,,64,
562,MOVE TO MIAMI,Enrique Iglesias,,dance pop,2018,169,,76,,-4,7,100,87,5,90,,64,
563,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,,downtempo,2018,186,,75,,-5,11,100,64,9,45,,64,
564,Filthy,Justin Timberlake,,dance pop,2018,294,,75,,-6,25,97,58,14,65,,62,
565,Never Be the Same - Radio Edit,Camila Cabello,,dance pop,2018,227,,63,,-4,12,130,69,9,25,,57,
566,Ferrari,Bebe Rexha,,dance pop,2018,213,,58,,-6,10,77,48,3,42,,57,
567,Supplies,Justin Timberlake,,dance pop,2018,226,,79,,-7,13,120,55,5,23,,57,
568,Boom Boom,RedOne,,moroccan pop,2018,248,,75,,-8,20,110,76,5,58,,53,
569,...Ready For It? - BloodPop® Remix,Taylor Swift,,pop,2018,190,,58,,-5,10,160,84,22,50,,52,
570,Drip (feat. Migos),Cardi B,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB'}, 'href': 'https://api.spotify.com/v1/artists/4kYSro6naA4h99UJvo89HB', 'id': '4kYSro6naA4h99UJvo89HB', 'name': 'Cardi B', 'type': 'artist', 'uri': 'spotify:artist:4kYSro6naA4h99UJvo89HB'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/4KdtEKjY3Gi0mKiSdy96ML'}, 'href': 'https://api.spotify.com/v1/albums/4KdtEKjY3Gi0mKiSdy96ML', 'id': '4KdtEKjY3Gi0mKiSdy96ML', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a0caffda54afd0a65995bbab', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a0caffda54afd0a65995bbab', 'width': 64}], 'name': 'Invasion of Privacy', 'release_date': '2018-04-06', 'release_date_precision': 'day', 'total_tracks': 13, 'type': 'album', 'uri': 'spotify:album:4KdtEKjY3Gi0mKiSdy96ML'}",pop,2018,264,0.0511,97,0,-8,8,130,59,26,27,4,45,89
571,Tell Me You Love Me - NOTD Remix,Demi Lovato,,dance pop,2018,182,,58,,-5,9,102,77,8,76,,44,
572,Memories,Maroon 5,,pop,2019,189,,76,,-7,8,91,32,5,57,,99,
573,Lose You To Love Me,Selena Gomez,,dance pop,2019,206,,51,,-9,21,102,34,4,9,,97,
574,Someone You Loved,Lewis Capaldi,,pop,2019,182,,50,,-6,11,110,41,3,45,,96,
575,Señorita,Shawn Mendes,,canadian pop,2019,191,,76,,-6,9,117,54,3,75,,95,
576,How Do You Sleep?,Sam Smith,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI'}, 'href': 'https://api.spotify.com/v1/artists/2wY79sveU1sp5g7SokKOiI', 'id': '2wY79sveU1sp5g7SokKOiI', 'name': 'Sam Smith', 'type': 'artist', 'uri': 'spotify:artist:2wY79sveU1sp5g7SokKOiI'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/7baaCf70tVcUBL2bbkuXjo'}, 'href': 'https://api.spotify.com/v1/albums/7baaCf70tVcUBL2bbkuXjo', 'id': '7baaCf70tVcUBL2bbkuXjo', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27376bc1c851462191faec76bf8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0276bc1c851462191faec76bf8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485176bc1c851462191faec76bf8', 'width': 64}], 'name': 'How Do You Sleep?', 'release_date': '2019-07-19', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:7baaCf70tVcUBL2bbkuXjo'}",pop,2019,202,0.153,48,0,-5,8,111,68,9,35,5,93,88
577,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,,pop,2019,204,,86,,-6,9,98,62,8,67,,92,
578,Trampoline (with ZAYN),SHAED,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3KwmxIhSe9UTSEF37kwngR'}, 'href': 'https://api.spotify.com/v1/artists/3KwmxIhSe9UTSEF37kwngR', 'id': '3KwmxIhSe9UTSEF37kwngR', 'name': 'SHAED', 'type': 'artist', 'uri': 'spotify:artist:3KwmxIhSe9UTSEF37kwngR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81'}, 'href': 'https://api.spotify.com/v1/artists/5ZsFI1h6hIdQRw2ti0hz81', 'id': '5ZsFI1h6hIdQRw2ti0hz81', 'name': 'ZAYN', 'type': 'artist', 'uri': 'spotify:artist:5ZsFI1h6hIdQRw2ti0hz81'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5QqqBZmdQmY1MvlnpBkagB'}, 'href': 'https://api.spotify.com/v1/albums/5QqqBZmdQmY1MvlnpBkagB', 'id': '5QqqBZmdQmY1MvlnpBkagB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273376ab4e92e92e23191cb4d32', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02376ab4e92e92e23191cb4d32', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851376ab4e92e92e23191cb4d32', 'width': 64}], 'name': 'Trampoline (with ZAYN)', 'release_date': '2019-09-26', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:5QqqBZmdQmY1MvlnpBkagB'}",electropop,2019,184,0.56,62,0,-6,14,127,46,3,50,4,92,69
579,Happier,Marshmello,,brostep,2019,214,,69,,-3,17,100,79,5,67,,90,
580,Truth Hurts,Lizzo,,escape room,2019,173,,72,,-3,12,158,62,11,41,,90,
581,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,,escape room,2019,159,,67,,-3,74,96,89,6,48,,90,
582,Higher Love,Kygo,,edm,2019,228,,69,,-7,10,104,68,3,40,,88,
583,Only Human,Jonas Brothers,,boy band,2019,183,,80,,-6,6,94,50,7,87,,87,
584,Beautiful People (feat. Khalid),Ed Sheeran,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V'}, 'href': 'https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V', 'id': '6eUKZXaKkcviH0Ku9w2n3V', 'name': 'Ed Sheeran', 'type': 'artist', 'uri': 'spotify:artist:6eUKZXaKkcviH0Ku9w2n3V'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny'}, 'href': 'https://api.spotify.com/v1/artists/6LuN9FCkKOj5PcnpouEgny', 'id': '6LuN9FCkKOj5PcnpouEgny', 'name': 'Khalid', 'type': 'artist', 'uri': 'spotify:artist:6LuN9FCkKOj5PcnpouEgny'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3E12WU80fDMyu7GyIAx7wJ'}, 'href': 'https://api.spotify.com/v1/albums/3E12WU80fDMyu7GyIAx7wJ', 'id': '3E12WU80fDMyu7GyIAx7wJ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273358f874d5d31e76a8fe3f6d0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02358f874d5d31e76a8fe3f6d0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851358f874d5d31e76a8fe3f6d0', 'width': 64}], 'name': 'Beautiful People (feat. Khalid)', 'release_date': '2019-06-28', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:3E12WU80fDMyu7GyIAx7wJ'}",pop,2019,198,0.124,64,0,-8,8,93,65,19,55,4,86,92
585,Sucker,Jonas Brothers,,boy band,2019,181,,84,,-5,11,138,73,6,95,,86,
586,Don't Call Me Up,Mabel,,dance pop,2019,178,,67,,-3,8,99,88,15,23,,86,
587,I Don't Care (with Justin Bieber),Ed Sheeran,,pop,2019,220,,80,,-5,9,102,68,4,84,,85,
588,Talk (feat. Disclosure),Khalid,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny'}, 'href': 'https://api.spotify.com/v1/artists/6LuN9FCkKOj5PcnpouEgny', 'id': '6LuN9FCkKOj5PcnpouEgny', 'name': 'Khalid', 'type': 'artist', 'uri': 'spotify:artist:6LuN9FCkKOj5PcnpouEgny'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6KT8x5oqZJl9CcnM66hddo'}, 'href': 'https://api.spotify.com/v1/albums/6KT8x5oqZJl9CcnM66hddo', 'id': '6KT8x5oqZJl9CcnM66hddo', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b361ce46dbadbf8a11081b60', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b361ce46dbadbf8a11081b60', 'width': 64}], 'name': 'Free Spirit', 'release_date': '2019-04-05', 'release_date_precision': 'day', 'total_tracks': 17, 'type': 'album', 'uri': 'spotify:album:6KT8x5oqZJl9CcnM66hddo'}",alternative r&b,2019,198,0.051,90,0,-9,6,136,40,13,35,4,84,92
589,Giant (with Rag'n'Bone Man),Calvin Harris,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY'}, 'href': 'https://api.spotify.com/v1/artists/7CajNmpbOovFoOoasH2HaY', 'id': '7CajNmpbOovFoOoasH2HaY', 'name': 'Calvin Harris', 'type': 'artist', 'uri': 'spotify:artist:7CajNmpbOovFoOoasH2HaY'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4f9iBmdUOhQWeP7dcAn1pf'}, 'href': 'https://api.spotify.com/v1/artists/4f9iBmdUOhQWeP7dcAn1pf', 'id': '4f9iBmdUOhQWeP7dcAn1pf', 'name': ""Rag'n'Bone Man"", 'type': 'artist', 'uri': 'spotify:artist:4f9iBmdUOhQWeP7dcAn1pf'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/4PwXTHenZZx7ebgsnTM65K'}, 'href': 'https://api.spotify.com/v1/albums/4PwXTHenZZx7ebgsnTM65K', 'id': '4PwXTHenZZx7ebgsnTM65K', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a9a9d8a16c0b4146fb707c02', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a9a9d8a16c0b4146fb707c02', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a9a9d8a16c0b4146fb707c02', 'width': 64}], 'name': ""Giant (with Rag'n'Bone Man)"", 'release_date': '2019-01-11', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:4PwXTHenZZx7ebgsnTM65K'}",dance pop,2019,229,0.016,81,0.000503,-4,8,122,89,4,61,4,84,87
590,Takeaway,The Chainsmokers,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp'}, 'href': 'https://api.spotify.com/v1/artists/69GGBxA162lTqCwzJG5jLp', 'id': '69GGBxA162lTqCwzJG5jLp', 'name': 'The Chainsmokers', 'type': 'artist', 'uri': 'spotify:artist:69GGBxA162lTqCwzJG5jLp'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/01GR4NL5O5CZM51k0aejKD'}, 'href': 'https://api.spotify.com/v1/albums/01GR4NL5O5CZM51k0aejKD', 'id': '01GR4NL5O5CZM51k0aejKD', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025e90ff76fd49a23f7333de76', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515e90ff76fd49a23f7333de76', 'width': 64}], 'name': 'World War Joy', 'release_date': '2019-12-06', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:01GR4NL5O5CZM51k0aejKD'}",electropop,2019,210,0.126,53,0,-8,10,100,51,3,35,4,83,86
591,All Around The World (La La La),R3HAB,,big room,2019,148,,73,,-5,11,125,86,3,52,,82,
